"","theta.pm.t","w","diag.Ct"
"1",-1.0713501051161,0.000999631376497148,675.965890672675
"2",-0.46166667021521,0.00100192534600682,674.598602170243
"3",0.0463078339806155,0.000996417516141885,674.366638641146
"4",0.196483934523008,0.000999842472919349,634.939803798978
"5",-0.000175001128838396,0.000993316747688149,1.99455130165469e-05
"6",-0.400225960624926,0.000987403758885,663.295873348418
"7",-0.793691645963695,0.00100593833840218,661.457314717871
"8",0.295505225031719,0.00100409133729842,659.817574035173
"9",-0.727680937830542,0.00100063876408122,658.149614337245
"10",-1.54321252271638,0.00100732834821208,657.175827520768
"11",-0.343348920234785,0.00100160044787289,656.570612632015
"12",0.448984758595782,0.000998508475370934,656.855145054287
"13",1.64327912157961,0.00100107724460666,658.108105638943
"14",2.75954116375379,0.000996620227916073,659.906571802023
"15",0.355758247656319,0.0010059628930224,660.565152262104
"16",-0.197225221219987,0.000998473415982755,661.513036965383
"17",0.0481833765192787,0.000999162840907559,662.909768923186
"18",0.170956991144788,0.00100207871378111,664.146033519425
"19",1.04451393933534,0.00100198259767611,664.985491942352
"20",1.20570114860876,0.00100212517400338,665.571881709974
"21",0.626543245757797,0.00100465513358224,666.030298536213
"22",-0.541611037636902,0.00100028805421144,666.107863291512
"23",0.681097582373243,0.000982740301553316,666.212160362776
"24",0.858573279075538,0.000999489912035589,666.496226280301
"25",0.0409631542252816,0.00100320471011005,666.22076533715
"26",-1.19525057249952,0.00100230674343964,665.999927560653
"27",-1.30687642597797,0.000996123694895022,665.580008894324
"28",-0.204144888260907,0.00100024947565746,665.394920061061
"29",1.2346165915179,0.00100048455440962,674.421148345586
"30",0.400031671776657,0.000994397869679219,674.472773685803
"31",0.669806721038242,0.00100071929930589,674.557918819598
"32",-1.11073690948506,0.00100026545829054,674.520447013946
"33",0.151269412154255,0.000999830961744503,674.542469223652
"34",0.539203424438448,0.00100080457100002,674.350876320216
