"","theta.pm.t","w","diag.Ct"
"1",-0.518497621423054,0.00100027684778096,0.0663928354440028
"2",-1.78616868652914,0.00100024084453418,6.84885578006109
"3",2.45596548048589,0.000999846947795625,6.66076337503884
"4",0.00533507750346589,0.000998866009612542,0.0304645371512577
"5",-0.286256464815879,0.000999356855940206,0.0434340254370488
"6",-0.498202324803232,0.000999749747156133,0.0405942503434493
"7",-0.657490383975202,0.00100051874626195,0.0379849268568533
"8",-0.726923944154081,0.000999949502392982,0.0365433367556774
"9",-0.762637470718868,0.000999602344861852,0.0353211099781345
"10",-0.712157139071599,0.00099968739505,0.0346355796261412
"11",-0.515391483623298,0.000999396820959148,0.0343669994949736
"12",-0.184885118492259,0.000999865614005005,0.0373282545006419
"13",-0.212590919893155,0.00100005542580284,0.0757150310299209
"14",-0.0683927843030319,0.00100028279671516,0.0852335843302954
"15",0.202424483654795,0.000999583010250546,0.082075669998167
"16",0.481950358999622,0.00100066269001814,0.0808549890788673
"17",0.637227444888343,0.000998545832366808,0.0717167398170453
"18",0.674557272914539,0.000998885867524174,0.0620064489592727
"19",0.729208367178795,0.000999594004295747,0.0584801330241282
"20",0.775874177439744,0.000998877692910931,0.058240696676458
"21",0.838007911016569,0.000999198481897815,0.0588272535917668
"22",0.876311656672676,0.000999881193468848,0.0606131987204784
"23",0.804182677776886,0.00100000397711994,0.0494928254519619
"24",0.587776557288871,0.000999139943171162,0.0447473874385273
"25",0.459215031075145,0.000999475786441997,0.0420365678699975
"26",0.457779396168814,0.000999469744805701,0.0374712997904321
"27",0.323404918124561,0.00100039966678809,0.0318840921020974
"28",0.315478245242087,0.00099930217901412,0.0529639898039289
"29",0.24787074363832,0.00100009771577892,0.0710494934605179
"30",0.18565523036099,0.000999623807369307,0.296450363107281
"31",0.146864801781897,0.00100017512286936,0.24842208000946
"32",-0.0552739724788131,0.000999741173989957,0.19211013239281
"33",-0.102817763223881,0.00100029301084063,0.133995108434787
